customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
7017-VFULY,low,0.1696,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5562-YJQGT,low,0.1476,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8807-OPMBM,low,0.0138,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5439-WIKXB,medium,0.4910,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9874-QLCLH,medium,0.6667,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8294-UIMBA,low,0.1689,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8109-YUOHE,low,0.0920,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5840-NVDCG,low,0.0280,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8092-NLTGF,low,0.0057,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5928-QLDHB,medium,0.6479,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9840-EFJQB,high,0.7480,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0696-UKTOX,low,0.1743,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4801-KFYKL,low,0.0823,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3472-OAOOR,low,0.2150,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6135-OZQVA,medium,0.4136,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8062-YBDOE,high,0.8637,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
2252-JHJGE,low,0.1733,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4188-PCPIG,low,0.0214,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6000-APYLU,high,0.7109,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7105-BENQF,low,0.0592,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7721-DVEKZ,low,0.3248,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3566-VVORZ,low,0.2149,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9507-HSMMZ,low,0.0118,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2480-SQIOB,low,0.3653,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0947-IDHRQ,medium,0.6740,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7813-TKCVO,low,0.0330,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0128-MKWSG,low,0.0980,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3672-YITQD,medium,0.5698,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4350-ZTLPI,low,0.2580,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9048-JVYVF,medium,0.5072,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0361-HJRDX,low,0.0167,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5727-MYATE,low,0.0076,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3823-KYNQY,low,0.0479,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8988-ECPJR,medium,0.4657,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7570-WELNY,low,0.0570,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3021-VLNRJ,low,0.0358,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3776-EKTKM,high,0.7952,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
2080-CAZNM,medium,0.6144,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1028-FFNJK,medium,0.6051,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6907-FLBER,medium,0.6293,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3001-UNBTL,medium,0.6083,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5982-PSMKW,low,0.0233,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3507-GASNP,low,0.0101,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7096-ZNBZI,low,0.0056,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1902-XBTFB,medium,0.5384,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1676-MQAOA,low,0.0079,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0786-IVLAW,low,0.1918,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7566-DSRLQ,low,0.0532,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0643-OKLRP,low,0.2833,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7245-JMTTQ,low,0.2717,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6050-IJRHS,low,0.2948,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6202-JVYEU,low,0.0581,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8591-TKMZH,low,0.1580,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0734-OXWBT,low,0.3286,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4282-ACRXS,low,0.3232,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0365-TRTPY,low,0.1928,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7349-ALMUX,low,0.0247,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9381-NDKME,low,0.2512,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6502-KUGLL,low,0.1209,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1841-YSJGV,low,0.0359,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2794-XIMMO,low,0.0881,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8382-SHQEH,high,0.7407,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3511-BFTJW,low,0.0090,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7668-XCFYV,medium,0.6288,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2983-ZANRP,medium,0.5934,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7845-URHJN,low,0.1126,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3034-ZBEQN,low,0.0525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5018-HEKFO,low,0.1000,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2923-ARZLG,low,0.1716,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3976-NLDEZ,low,0.2882,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2282-YGNOR,low,0.0391,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5336-UFNZP,low,0.2611,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6854-EXGSF,low,0.1935,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1241-EZFMJ,low,0.0122,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9233-PSYHO,low,0.2311,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5376-PCKNB,low,0.0995,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8044-BGWPI,low,0.1327,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4060-LDNLU,medium,0.6918,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3589-PPVKW,low,0.3173,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
